"","ID","AGE","GENDER","RACE","ArrestTime","Hour","Month","Weekday","OFFENSE","Code","ShortCode"
"2973",1106,20,"M","B","2016-09-28T13:09:00","13","九月","星期三","3301 Driving on Right Side of Roadway. ","3301","33"
"2974",1106,20,"M","B","2016-09-28T13:09:00","13","九月","星期三","3308 One-Way Roadways and Rotary Traffic Islands. ","3308","33"
"2975",1106,20,"M","B","2016-09-28T13:09:00","13","九月","星期三","3323 Stop Signs and Yield Signs. ","3323","33"
"2976",1106,20,"M","B","2016-09-28T13:09:00","13","九月","星期三","3733 Fleeing or Attempting to Elude Police Officer ","3733","37"
"2977",1106,20,"M","B","2016-09-28T13:09:00","13","九月","星期三","3736 Reckless Driving","3736","37"
"2979",5506,21,"F","B","2017-02-11T20:00:00","20","二月","星期六","5104 Resisting Arrest or Other Law Enforcement. ","5104","51"
"2980",5506,21,"F","B","2017-02-11T20:00:00","20","二月","星期六","5503 Disorderly Conduct. ","5503","55"
"2981",5506,21,"F","B","2017-02-11T20:00:00","20","二月","星期六","5505 Public Drunkenness","5505","55"
"2983",3494,16,"M","B","2016-12-08T09:35:00","9","十二月","星期四","2702 Aggravated Assault. ","2702","27"
"2984",3494,16,"M","B","2016-12-08T09:35:00","9","十二月","星期四","2705 Recklessy Endangering Another Person. ","2705","27"
"2985",3494,16,"M","B","2016-12-08T09:35:00","9","十二月","星期四","5503 Disorderly Conduct.","5503","55"
"2987",3495,15,"M","B","2016-12-14T21:45:00","21","十二月","星期三","2702 Aggravated Assault. ","2702","27"
"2988",3495,15,"M","B","2016-12-14T21:45:00","21","十二月","星期三","3701 Robbery.","3701","37"
"2990",3496,10,"M","B","2016-12-01T13:30:00","13","十二月","星期四","5503 Disorderly Conduct. ","5503","55"
"2993",3500,12,"M","B","2016-12-07T14:20:00","14","十二月","星期三","3302 Causing or Risking Catastrophe.","3302","33"
"3007",3200,16,"F","B","2016-12-01T09:52:00","9","十二月","星期四","5503 Disorderly Conduct.","5503","55"
"3009",705,13,"M","B","2016-09-07T12:19:00","12","九月","星期三","2710 Ethnic Intimidation.","2710","27"
"3012",3679,20,"M","B","2016-12-11T19:26:00","19","十二月","星期日","5123 Contraband. ","5123","51"
"3013",3679,20,"M","B","2016-12-11T19:26:00","19","十二月","星期日","1301 Registration and Certificate of Title Required. ","1301","13"
"3014",3679,20,"M","B","2016-12-11T19:26:00","19","十二月","星期日","1501 Drivers Required to be Licensed. ","1501","15"
"3015",3679,20,"M","B","2016-12-11T19:26:00","19","十二月","星期日","1511 Carrying and Exhibiting Driver's License on Demand. ","1511","15"
"3016",3679,20,"M","B","2016-12-11T19:26:00","19","十二月","星期日","1786 Required Financial Responsibility. ","1786","17"
"3020",3679,20,"M","B","2016-12-11T19:26:00","19","十二月","星期日","4914 False Identification to Law Enforcement Authorities","4914","49"
"3023",3542,18,"M","B","2016-11-24T15:40:00","15","十一月","星期四","3502 Burglary. ","3502","35"
"3024",3542,18,"M","B","2016-11-24T15:40:00","15","十一月","星期四","3925 Receiving Stolen Property. ","3925","39"
"3025",3542,18,"M","B","2016-11-24T15:40:00","15","十一月","星期四","5121 Escape. ","5121","51"
"3027",3542,18,"M","B","2016-11-24T15:40:00","15","十一月","星期四","4914 False Identification to Law Enforcement Authorities","4914","49"
"3030",5330,16,"M","B","2017-02-13T17:30:00","17","二月","星期一","5121 Escape. ","5121","51"
"3031",5330,16,"M","B","2017-02-13T17:30:00","17","二月","星期一","6106 Firearms not to be Carried without a License. ","6106","61"
"3040",3543,21,"M","B","2016-12-19T13:08:00","13","十二月","星期一","2702 Aggravated Assault. ","2702","27"
"3042",3543,21,"M","B","2016-12-19T13:08:00","13","十二月","星期一","6106 Firearms not to be Carried without a License. ","6106","61"
"3053",1140,21,"F","B","2016-09-17T00:30:00","0","九月","星期六","3925 Receiving Stolen Property. ","3925","39"
"3061",5425,18,"M","B","2017-02-08T21:08:00","21","二月","星期三","2902 Unlawful Restraint.","2902","29"
"3065",6231,18,"M","W","2017-03-05T23:00:00","23","三月","星期日","2702 Aggravated Assault. ","2702","27"
"3066",6231,18,"M","W","2017-03-05T23:00:00","23","三月","星期日","2705 Recklessy Endangering Another Person. ","2705","27"
"3067",6231,18,"M","W","2017-03-05T23:00:00","23","三月","星期日","3701 Robbery. ","3701","37"
"3068",6231,18,"M","W","2017-03-05T23:00:00","23","三月","星期日","6106 Firearms not to be Carried without a License.","6106","61"
"3070",2941,18,"M","B","2016-11-16T16:24:00","16","十一月","星期三","9501 Bench Warrant ","9501","95"
"3073",3565,18,"M","B","2016-12-20T11:19:00","11","十二月","星期二","6301 Corruption of Minors. ","6301","63"
"3074",3565,18,"M","B","2016-12-20T11:19:00","11","十二月","星期二","6318 Unlawful Contact","6318","63"
"3083",3572,20,"M","B","2016-12-08T00:57:00","0","十二月","星期四","2705 Recklessy Endangering Another Person. ","2705","27"
"3084",3572,20,"M","B","2016-12-08T00:57:00","0","十二月","星期四","2706 Terroristic Threats. ","2706","27"
"3086",3572,20,"M","B","2016-12-08T00:57:00","0","十二月","星期四","6106 Firearms not to be Carried without a License.","6106","61"
"3089",3587,19,"M","B","2016-12-11T19:49:00","19","十二月","星期日","3743 Accidents Involving Damage to Attended Veh. or Property","3743","37"
"3092",2971,17,"M","B","2016-11-23T09:35:00","9","十一月","星期三","1501 Drivers Required to be Licensed. ","1501","15"
"3093",2971,17,"M","B","2016-11-23T09:35:00","9","十一月","星期三","1543 Driving While Operating Privilege is Suspended or Revoked.","1543","15"
"3095",6264,18,"M","U","2017-03-07T21:45:00","21","三月","星期二","5505 Public Drunkenness ","5505","55"
"3115",6286,16,"M","W","2017-03-01T16:29:00","16","三月","星期三","3701 Robbery.","3701","37"
"3117",1101,21,"F","B","2016-09-28T10:59:00","10","九月","星期三","2701 Simple Assault. ","2701","27"
"3118",1101,21,"F","B","2016-09-28T10:59:00","10","九月","星期三","2705 Recklessy Endangering Another Person. ","2705","27"
"3119",1101,21,"F","B","2016-09-28T10:59:00","10","九月","星期三","3701 Robbery.","3701","37"
"3124",1791,20,"M","B","2016-09-27T18:30:00","18","九月","星期二","2702 Aggravated Assault. ","2702","27"
"3125",1791,20,"M","B","2016-09-27T18:30:00","18","九月","星期二","2705 Recklessy Endangering Another Person. ","2705","27"
"3126",1791,20,"M","B","2016-09-27T18:30:00","18","九月","星期二","3925 Receiving Stolen Property. ","3925","39"
"3127",1791,20,"M","B","2016-09-27T18:30:00","18","九月","星期二","6106 Firearms not to be Carried without a License.","6106","61"
"3130",6042,20,"M","B","2017-03-02T19:30:00","19","三月","星期四","2501 Criminal Homicide. ","2501","25"
"3131",6042,20,"M","B","2017-03-02T19:30:00","19","三月","星期四","3701 Robbery.","3701","37"
"3136",6313,20,"M","B","2017-03-11T16:00:00","16","三月","星期六","3928 Unauthorized Use of Automobile and Other Vehicles. ","3928","39"
"3140",1792,19,"M","B","2016-10-24T13:30:00","13","十月","星期一","6106 Firearms not to be Carried without a License.","6106","61"
"3144",3634,19,"M","B","2016-12-08T16:45:00","16","十二月","星期四","3354 Additional Parking Regulations. ","3354","33"
"3147",1218,19,"M","B","2016-09-30T13:30:00","13","九月","星期五","3925 Receiving Stolen Property. ","3925","39"
"3155",6292,16,"M","B","2017-03-08T17:53:00","17","三月","星期三","6106 Firearms not to be Carried without a License. ","6106","61"
"3163",3652,21,"M","O","2016-12-11T15:29:00","15","十二月","星期日","903 Criminal Conspiracy. ","903","9"
"3164",3652,21,"M","O","2016-12-11T15:29:00","15","十二月","星期日","907 Possessing Instruments of Crime. ","907","9"
"3165",3652,21,"M","O","2016-12-11T15:29:00","15","十二月","星期日","2702 Aggravated Assault. ","2702","27"
"3166",3652,21,"M","O","2016-12-11T15:29:00","15","十二月","星期日","5505 Public Drunkenness","5505","55"
"3168",1866,19,"M","B","2016-10-18T13:15:00","13","十月","星期二","2706 Terroristic Threats. ","2706","27"
"3169",1866,19,"M","B","2016-10-18T13:15:00","13","十月","星期二","3502 Burglary. ","3502","35"
"3170",1866,19,"M","B","2016-10-18T13:15:00","13","十月","星期二","6106 Firearms not to be Carried without a License.","6106","61"
"3172",6295,15,"M","B","2017-03-07T09:58:00","9","三月","星期二","3304 Criminal Mischief.","3304","33"
"3174",6296,14,"M","B","2017-03-07T09:58:00","9","三月","星期二","3304 Criminal Mischief.","3304","33"
"3176",6297,15,"M","B","2017-03-07T10:40:00","10","三月","星期二","3304 Criminal Mischief.","3304","33"
"3178",6493,20,"F","B","2017-03-15T16:00:00","16","三月","星期三","9501 Bench Warrant ","9501","95"
"3188",5972,15,"F","B","2017-02-25T21:00:00","21","二月","星期六","3743 Accidents Involving Damage to Attended Veh. or Property ","3743","37"
"3189",5972,15,"F","B","2017-02-25T21:00:00","21","二月","星期六","3745 Accidents Involving Damage to Unattended Veh.or Prop. ","3745","37"
"3190",5972,15,"F","B","2017-02-25T21:00:00","21","二月","星期六","3746 Immediate Notice of Accident to Police Department ","3746","37"
"3202",6299,13,"M","B","2017-03-08T13:50:00","13","三月","星期三","2902 Unlawful Restraint. ","2902","29"
"3203",6299,13,"M","B","2017-03-08T13:50:00","13","三月","星期三","2906 Criminal Coercion. ","2906","29"
"3207",3672,20,"M","W","2016-12-07T17:58:00","17","十二月","星期三","3714 Careless Driving ","3714","37"
"3214",3693,21,"M","B","2016-12-26T09:00:00","9","十二月","星期一","6106 Firearms not to be Carried without a License. ","6106","61"
"3231",1229,15,"M","B","2016-09-09T01:13:00","1","九月","星期五","1501 Drivers Required to be Licensed. ","1501","15"
"3232",1229,15,"M","B","2016-09-09T01:13:00","1","九月","星期五","4303 General Lighting Requirements. ","4303","43"
"3233",1229,15,"M","B","2016-09-09T01:13:00","1","九月","星期五","9094 Recovered Stolen Vehicle (OUTSIDE CITY)","9094","90"
"3235",5169,12,"M","B","2017-02-09T09:30:00","9","二月","星期四","3701 Robbery.","3701","37"
"3238",3710,20,"M","B","2017-01-01T15:00:00","15","一月","星期日","1332 Display of Registration Plate. ","1332","13"
"3239",3710,20,"M","B","2017-01-01T15:00:00","15","一月","星期日","1786 Required Financial Responsibility. ","1786","17"
"3240",3710,20,"M","B","2017-01-01T15:00:00","15","一月","星期日","4702 Requirement for Periodic Inspection of Vehicles ","4702","47"
"3241",3710,20,"M","B","2017-01-01T15:00:00","15","一月","星期日","4703 Operation of Vehicle without Official Certif. of Inspection ","4703","47"
"3242",3710,20,"M","B","2017-01-01T15:00:00","15","一月","星期日","3714 Careless Driving ","3714","37"
"3243",3710,20,"M","B","2017-01-01T15:00:00","15","一月","星期日","3745 Accidents Involving Damage to Unattended Veh.or Prop. ","3745","37"
"3244",3710,20,"M","B","2017-01-01T15:00:00","15","一月","星期日","3746 Immediate Notice of Accident to Police Department","3746","37"
"3253",3719,14,"M","B","2016-12-21T08:45:00","8","十二月","星期三","3123 Involuntary Deviate Sexual Intercourse. ","3123","31"
"3254",3719,14,"M","B","2016-12-21T08:45:00","8","十二月","星期三","3125 Aggravated Indecent Assault. ","3125","31"
"3257",3720,13,"M","B","2016-12-21T08:45:00","8","十二月","星期三","3123 Involuntary Deviate Sexual Intercourse. ","3123","31"
"3258",3720,13,"M","B","2016-12-21T08:45:00","8","十二月","星期三","3125 Aggravated Indecent Assault. ","3125","31"
"3261",6100,18,"M","B","2017-03-06T17:20:00","17","三月","星期一","903 Criminal Conspiracy. ","903","9"
"3262",6100,18,"M","B","2017-03-06T17:20:00","17","三月","星期一","3701 Robbery.","3701","37"
"3268",6101,19,"M","B","2017-03-06T17:20:00","17","三月","星期一","903 Criminal Conspiracy. ","903","9"
"3269",6101,19,"M","B","2017-03-06T17:20:00","17","三月","星期一","3701 Robbery.","3701","37"
"3278",6359,17,"F","W","2017-03-10T08:15:00","8","三月","星期五","5503 Disorderly Conduct. ","5503","55"
"3282",1257,10,"M","W","2016-09-29T09:00:00","9","九月","星期四","2705 Recklessy Endangering Another Person. ","2705","27"
"3283",1257,10,"M","W","2016-09-29T09:00:00","9","九月","星期四","2706 Terroristic Threats. ","2706","27"
"3302",3771,17,"M","B","2016-12-22T22:52:00","22","十二月","星期四","6106 Firearms not to be Carried without a License. ","6106","61"
"3309",3789,17,"M","B","2016-12-16T03:45:00","3","十二月","星期五","2705 Recklessy Endangering Another Person. ","2705","27"
"3310",3789,17,"M","B","2016-12-16T03:45:00","3","十二月","星期五","6106 Firearms not to be Carried without a License. ","6106","61"
"3313",6137,19,"M","B","2017-03-03T12:40:00","12","三月","星期五","3323 Stop Signs and Yield Signs. ","3323","33"
"3314",6137,19,"M","B","2017-03-03T12:40:00","12","三月","星期五","3353 Prohibitions in Specified Places. ","3353","33"
"3318",3196,13,"F","B","2016-11-29T09:00:00","9","十一月","星期二","5501 Riot. ","5501","55"
"3319",3196,13,"F","B","2016-11-29T09:00:00","9","十一月","星期二","5502 Failure of Disorderly Persons to Disperse  ","5502","55"
"3322",4258,20,"M","B","2017-01-08T18:59:00","18","一月","星期日","2705 Recklessy Endangering Another Person. ","2705","27"
"3323",4258,20,"M","B","2017-01-08T18:59:00","18","一月","星期日","3304 Criminal Mischief. ","3304","33"
"3324",4258,20,"M","B","2017-01-08T18:59:00","18","一月","星期日","1543 Driving While Operating Privilege is Suspended or Revoked. ","1543","15"
"3325",4258,20,"M","B","2017-01-08T18:59:00","18","一月","星期日","3743 Accidents Involving Damage to Attended Veh. or Property ","3743","37"
"3334",1498,18,"M","B","2016-09-23T04:31:00","4","九月","星期五","907 Possessing Instruments of Crime. ","907","9"
"3335",1498,18,"M","B","2016-09-23T04:31:00","4","九月","星期五","5506 Loitering and Prowling at Night","5506","55"
"3337",1262,18,"M","B","2016-08-08T14:17:00","14","八月","星期一","3502 Burglary. ","3502","35"
"3338",1262,18,"M","B","2016-08-08T14:17:00","14","八月","星期一","4701 Bribery in Official and Political Matters. ","4701","47"
"3339",1262,18,"M","B","2016-08-08T14:17:00","14","八月","星期一","4910 Tampering with or Fabricating Physical Evidence. ","4910","49"
"3340",1262,18,"M","B","2016-08-08T14:17:00","14","八月","星期一","5104 Resisting Arrest or Other Law Enforcement. ","5104","51"
"3341",1262,18,"M","B","2016-08-08T14:17:00","14","八月","星期一","5126 Flight to Avoid Apprehension, Trial or Punishment. ","5126","51"
"3343",1262,18,"M","B","2016-08-08T14:17:00","14","八月","星期一","6106 Firearms not to be Carried without a License. ","6106","61"
"3344",1262,18,"M","B","2016-08-08T14:17:00","14","八月","星期一","9501 Bench Warrant ","9501","95"
"3349",3815,20,"M","B","2016-12-23T02:10:00","2","十二月","星期五","6106 Firearms not to be Carried without a License.","6106","61"
"3351",4108,13,"M","B","2017-01-12T15:30:00","15","一月","星期四","2702 Aggravated Assault. ","2702","27"
"3352",4108,13,"M","B","2017-01-12T15:30:00","15","一月","星期四","3701 Robbery.","3701","37"
"3359",1269,20,"F","B","2016-08-25T19:33:00","19","八月","星期四","1543 Driving While Operating Privilege is Suspended or Revoked. ","1543","15"
"3360",1269,20,"F","B","2016-08-25T19:33:00","19","八月","星期四","3323 Stop Signs and Yield Signs. ","3323","33"
"3365",1269,20,"F","B","2016-08-25T19:33:00","19","八月","星期四","3736 Reckless Driving","3736","37"
"3373",1274,20,"M","B","2016-09-25T02:23:00","2","九月","星期日","3925 Receiving Stolen Property. ","3925","39"
"3375",1274,20,"M","B","2016-09-25T02:23:00","2","九月","星期日","6106 Firearms not to be Carried without a License.","6106","61"
"3377",1275,17,"F","B","2016-09-25T02:23:00","2","九月","星期日","6106 Firearms not to be Carried without a License. ","6106","61"
"3384",6153,20,"M","B","2017-03-02T13:49:00","13","三月","星期四","6106 Firearms not to be Carried without a License. ","6106","61"
"3389",3835,18,"M","B","2017-01-03T14:00:00","14","一月","星期二","3502 Burglary. ","3502","35"
"3390",3835,18,"M","B","2017-01-03T14:00:00","14","一月","星期二","3921 Theft by Unlawful Taking or Disposition. ","3921","39"
"3391",3835,18,"M","B","2017-01-03T14:00:00","14","一月","星期二","3925 Receiving Stolen Property.","3925","39"
