"","ID","AGE","GENDER","RACE","ArrestTime","OFFENSE","Hour","Month","Weekday","Teen","Code","ShortCode"
"2642",4149,19,"M","B","2016-12-14T20:40:00","1301 Registration and Certificate of Title Required. / 1501 Drivers Required to be Licensed. / 13(a)(31) Marijuana: Possession Small Amount","20","December","Wednesday",1,"1301","13"
"2643",306,20,"M","B","2016-09-03T01:05:00","908 Prohibited Offensive Weapons. / 3112 Traffic-Control Signals. / 13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use","1","September","Saturday",1,"908","9"
"2644",4153,36,"M","B","2016-12-14T21:06:00","903 Criminal Conspiracy. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","21","December","Wednesday",0,"903","9"
"2645",523,44,"M","W","2016-09-01T12:50:00","3927 Theft by Failure to Make Required Disp. of Funds","12","September","Thursday",0,"3927","39"
"2646",554,41,"M","W","2016-08-10T02:20:00","9501 Bench Warrant / 9093 Indirect Criminal Contempt","2","August","Wednesday",0,"9501","95"
"2648",2746,24,"M","B","2016-11-08T20:31:00","903 Criminal Conspiracy. / 907 Possessing Instruments of Crime. / 3702 Robbery of Motor Vehicle. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 3921(a) Theft by Unlawful Taking or Disposition - Movable item","20","November","Tuesday",0,"903","9"
"2654",5580,41,"M","W","2017-02-15T21:26:00","9093 Indirect Criminal Contempt","21","February","Wednesday",0,"9093","90"
"2655",5581,29,"M","W","2017-02-15T16:20:00","9501 Bench Warrant","16","February","Wednesday",0,"9501","95"
"2656",1232,22,"M","B","2016-09-16T17:18:00","9501 Bench Warrant","17","September","Friday",0,"9501","95"
"2657",5579,29,"M","B","2017-02-12T23:28:00","2706 Terroristic Threats. / 5104 Resisting Arrest or Other Law Enforcement.","23","February","Sunday",0,"2706","27"
"2658",2985,17,"M","B","2016-11-26T19:35:00","3733 Fleeing or Attempting to Elude Police Officer / 3921(a) Theft by Unlawful Taking or Disposition - Movable item","19","November","Saturday",1,"3733","37"
"2659",2657,24,"M","W","2016-11-06T01:45:00","5104 Resisting Arrest or Other Law Enforcement. / 5503 Disorderly Conduct. / 5505 Public Drunkenness / 5507 Obstructing Highways and Passages. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION","1","November","Sunday",0,"5104","51"
"2660",42,52,"M","W","2016-08-17T08:00:00","9093 Indirect Criminal Contempt","8","August","Wednesday",0,"9093","90"
"2661",5000,33,"M","B","2017-01-30T00:14:00","907 Possessing Instruments of Crime. / 3301 Driving on Right Side of Roadway. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","0","January","Monday",0,"907","9"
"2663",5586,36,"M","B","2017-02-13T02:15:00","2706 Terroristic Threats. / 5123 Contraband. / 5505 Public Drunkenness / 13(a)(16) Possession of Controlled Substance / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another","2","February","Monday",0,"2706","27"
"2665",5002,37,"M","W","2017-01-24T13:48:00","9501 Bench Warrant","13","January","Tuesday",0,"9501","95"
"2666",2665,29,"F","B","2016-11-01T17:33:00","9501 Bench Warrant","17","November","Tuesday",0,"9501","95"
"2667",4360,28,"F","B","2017-01-13T16:40:00","2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person.","16","January","Friday",0,"2702","27"
"2668",1241,63,"F","B","2016-09-16T20:10:00","3929 Retail Theft.","20","September","Friday",0,"3929","39"
"2669",2748,25,"M","B","2016-11-08T21:35:00","9501 Bench Warrant / 13(a)(31) Marijuana: Possession Small Amount","21","November","Tuesday",0,"9501","95"
"2670",4474,41,"M","B","2017-01-23T10:00:00","4106 Access Device Fraud","10","January","Monday",0,"4106","41"
"2671",4706,20,"F","B","2017-01-26T12:50:00","3921 Theft by Unlawful Taking or Disposition.","12","January","Thursday",1,"3921","39"
"2674",2327,57,"M","W","2016-11-05T20:06:00","9015 Failure To Appear/Arrest on Attachment Order","20","November","Saturday",0,"9015","90"
"2675",5020,31,"M","W","2017-01-26T20:10:00","902 Criminal Solicitation. / 907 Possessing Instruments of Crime. / 13(a)(31) Marijuana: Possession Small Amount / 5902(e) Patronizing a Prostitute","20","January","Thursday",0,"902","9"
"2676",3237,31,"M","B","2016-11-28T02:03:00","9501 Bench Warrant","2","November","Monday",0,"9501","95"
"2679",556,39,"M","W","2016-08-14T05:30:00","3701 Robbery. / 3921 Theft by Unlawful Taking or Disposition. / 3733 Fleeing or Attempting to Elude Police Officer / 2701(a)(3) Simple Assault - Attempts by Physical Menace ","5","August","Sunday",0,"3701","37"
"2680",560,42,"F","W","2016-08-05T15:30:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs. / 3743 Accidents Involving Damage to Attended Veh. or Property / 3746 Immediate Notice of Accident to Police Department / 3742.1 Accident Involv. Death/Inj. While not Licensed","15","August","Friday",0,"1543","15"
"2681",561,48,"M","B","2016-08-03T22:45:00","9501 Bench Warrant","22","August","Wednesday",0,"9501","95"
"2682",1915,31,"F","W","2016-10-21T09:44:00","1312 Notice of Change of Name or Address. / 1515 Notice of Change of Name or Address. / 3714 Careless Driving / 3743 Accidents Involving Damage to Attended Veh. or Property","9","October","Friday",0,"1312","13"
"2683",2995,37,"M","B","2016-11-13T20:55:00","2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person.","20","November","Sunday",0,"2702","27"
"2684",4626,27,"M","W","2017-01-17T16:20:00","2705 Recklessy Endangering Another Person. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2701(a)(3) Simple Assault - Attempts by Physical Menace ","16","January","Tuesday",0,"2705","27"
"2685",5024,28,"M","W","2017-01-30T16:00:00","2701 Simple Assault. / 2705 Recklessy Endangering Another Person.","16","January","Monday",0,"2701","27"
"2687",5025,20,"M","B","2017-01-26T20:55:00","902 Criminal Solicitation. / 907 Possessing Instruments of Crime. / 5902(e) Patronizing a Prostitute","20","January","Thursday",1,"902","9"
"2688",1583,52,"F","B","2016-09-26T02:25:00","2701 Simple Assault.","2","September","Monday",0,"2701","27"
"2689",1914,24,"M","W","2016-10-20T19:00:00","4914 False Identification to Law Enforcement Authorities","19","October","Thursday",0,"4914","49"
"2690",2751,34,"M","B","2016-11-07T22:15:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(31) Marijuana: Possession Small Amount","22","November","Monday",0,"1543","15"
"2691",1867,19,"M","B","2016-10-18T13:10:00","2705 Recklessy Endangering Another Person. / 5121 Escape. / 3111 Obedience to Traffic-Control Devices. / 3308 One-Way Roadways and Rotary Traffic Islands. / 3323 Stop Signs and Yield Signs. / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving","13","October","Tuesday",1,"2705","27"
"2692",5027,33,"M","W","2017-01-28T13:42:00","9501 Bench Warrant","13","January","Saturday",0,"9501","95"
"2693",557,13,"F","B","2016-08-07T22:29:00","2702 Aggravated Assault.","22","August","Sunday",1,"2702","27"
"2694",2755,30,"F","B","2016-11-08T23:50:00","2701 Simple Assault.","23","November","Tuesday",0,"2701","27"
"2695",558,17,"F","B","2016-08-28T05:25:00","1501 Drivers Required to be Licensed. / 3743 Accidents Involving Damage to Attended Veh. or Property","5","August","Sunday",1,"1501","15"
"2696",2756,30,"M","B","2016-11-10T00:37:00","4303 General Lighting Requirements. / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","0","November","Thursday",0,"4303","43"
"2697",2759,45,"M","B","2016-11-09T16:35:00","4910 Tampering with or Fabricating Physical Evidence. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3322 Vehicle Turning Left. / 13(a)(31) Marijuana: Possession Small Amount","16","November","Wednesday",0,"4910","49"
"2698",4732,32,"M","O","2017-01-17T07:30:00","2701 Simple Assault.","7","January","Tuesday",0,"2701","27"
"2699",2757,38,"M","B","2016-11-10T03:14:00","5505 Public Drunkenness / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE","3","November","Thursday",0,"5505","55"
"2701",5034,51,"M","B","2017-01-25T18:50:00","3925 Receiving Stolen Property. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","18","January","Wednesday",0,"3925","39"
"2702",326,26,"F","W","2016-08-15T13:40:00","9501 Bench Warrant","13","August","Monday",0,"9501","95"
"2703",2758,37,"F","W","2016-11-10T15:00:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 3736 Reckless Driving / 3743 Accidents Involving Damage to Attended Veh. or Property","15","November","Thursday",0,"1543","15"
"2704",2005,57,"F","W","2016-10-13T15:57:00","3304 Criminal Mischief. / 3502 Burglary. / 5104 Resisting Arrest or Other Law Enforcement.","15","October","Thursday",0,"3304","33"
"2706",5042,25,"M","B","2017-01-25T21:15:00","1301 Registration and Certificate of Title Required. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","21","January","Wednesday",0,"1301","13"
"2707",60,37,"F","W","2016-09-23T16:40:00","3701 Robbery.","16","September","Friday",0,"3701","37"
"2709",3267,49,"M","B","2016-11-22T11:00:00","9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities","11","November","Tuesday",0,"9501","95"
"2710",4757,44,"M","W","2016-12-01T12:30:00","2702 Aggravated Assault.","12","December","Thursday",0,"2702","27"
"2711",559,26,"M","B","2016-08-01T14:55:00","907 Possessing Instruments of Crime. / 3925 Receiving Stolen Property. / 4910 Tampering with or Fabricating Physical Evidence. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","14","August","Monday",0,"907","9"
"2713",1979,54,"M","B","2016-10-15T04:30:00","2701 Simple Assault.","4","October","Saturday",0,"2701","27"
"2715",2760,26,"M","W","2016-11-17T10:00:00","4906 False Reports to Law Enforcement Authorities. / 6111 Sale of Firearms. / 6111(g)(1) Sale or Transfer of Firearm","10","November","Thursday",0,"4906","49"
"2716",5046,46,"M","B","2017-01-25T22:10:00","902 Criminal Solicitation. / 5902(e) Patronizing a Prostitute","22","January","Wednesday",0,"902","9"
"2717",1245,22,"M","W","2016-04-04T00:45:00","2702 Aggravated Assault. / 2706 Terroristic Threats. / 5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","0","April","Monday",0,"2702","27"
"2718",2997,24,"F","B","2016-11-13T22:32:00","2702 Aggravated Assault. / 2706 Terroristic Threats. / 5503 Disorderly Conduct.","22","November","Sunday",0,"2702","27"
"2719",1960,28,"M","W","2016-10-10T17:00:00","9501 Bench Warrant","17","October","Monday",0,"9501","95"
"2721",2907,27,"M","W","2016-11-30T20:00:00","2701 Simple Assault.","20","November","Wednesday",0,"2701","27"
"2722",5049,47,"F","W","2017-01-26T01:40:00","2701 Simple Assault.","1","January","Thursday",0,"2701","27"
"2723",3001,41,"M","W","2016-11-17T16:15:00","2706 Terroristic Threats. / 13(a)(31) Marijuana: Possession Small Amount / 2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST","16","November","Thursday",0,"2706","27"
"2724",3274,21,"M","B","2016-12-09T04:19:00","2701 Simple Assault.","4","December","Friday",1,"2701","27"
"2726",1959,38,"M","B","2016-10-14T22:45:00","1373 Suspension of Registration. / 1786 Required Financial Responsibility. / 13(a)(31) Marijuana: Possession Small Amount","22","October","Friday",0,"1373","13"
"2728",3752,18,"M","B","2016-12-15T18:42:00","3922 Theft by Deception.","18","December","Thursday",1,"3922","39"
"2729",5521,20,"M","B","2017-02-07T00:54:00","2701 Simple Assault.","0","February","Tuesday",1,"2701","27"
"2731",4161,36,"M","W","2017-01-10T12:30:00","3743 Accidents Involving Damage to Attended Veh. or Property","12","January","Tuesday",0,"3743","37"
"2732",562,42,"F","W","2016-08-11T08:47:00","901 Criminal Attempt / 903 Criminal Conspiracy. / 2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 2706 Terroristic Threats. / 2902 Unlawful Restraint.","8","August","Thursday",0,"901","9"
"2733",563,29,"M","W","2016-08-15T17:17:00","2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ","17","August","Monday",0,"2706","27"
"2734",616,37,"M","W","2016-08-09T17:58:00","3921 Theft by Unlawful Taking or Disposition.","17","August","Tuesday",0,"3921","39"
"2735",4163,31,"M","B","2017-01-14T18:52:00","9015 Failure To Appear/Arrest on Attachment Order / 9501 Bench Warrant","18","January","Saturday",0,"9015","90"
"2739",333,59,"M","B","2016-08-02T12:17:00","3503 Criminal Trespass","12","August","Tuesday",0,"3503","35"
"2741",5054,46,"M","W","2017-01-31T18:25:00","2701 Simple Assault.","18","January","Tuesday",0,"2701","27"
"2742",5591,49,"M","W","2017-02-10T18:14:00","5503 Disorderly Conduct. / 5505 Public Drunkenness / 5507 Obstructing Highways and Passages. / 3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s)","18","February","Friday",0,"5503","55"
"2744",2020,52,"M","B","2016-10-30T20:35:00","3701 Robbery. / 3925 Receiving Stolen Property.","20","October","Sunday",0,"3701","37"
"2745",5592,31,"M","B","2017-02-10T17:56:00","3701 Robbery.","17","February","Friday",0,"3701","37"
"2746",5596,30,"F","W","2017-02-10T18:10:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","18","February","Friday",0,"1543","15"
"2747",2761,23,"M","B","2016-11-27T21:20:00","3304 Criminal Mischief. / 9015 Failure To Appear/Arrest on Attachment Order / 3503 Criminal Trespass / 9093 Indirect Criminal Contempt","21","November","Sunday",0,"3304","33"
"2748",2762,33,"F","B","2016-11-16T10:22:00","3922 Theft by Deception. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item","10","November","Wednesday",0,"3922","39"
"2750",5603,24,"F","B","2017-02-07T18:03:00","2702 Aggravated Assault. / 5505 Public Drunkenness / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE","18","February","Tuesday",0,"2702","27"
"2753",853,26,"F","B","2016-09-05T15:20:00","2701 Simple Assault.","15","September","Monday",0,"2701","27"
"2755",1254,16,"M","B","2016-10-04T10:32:00","2701 Simple Assault.","10","October","Tuesday",1,"2701","27"
"2756",1981,24,"M","B","2016-10-14T02:40:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 3308 One-Way Roadways and Rotary Traffic Islands. / 3702 Limitations on Backing. / 13(a)(16) Possession of Controlled Substance","2","October","Friday",0,"1543","15"
"2758",2768,46,"F","B","2016-11-17T19:00:00","3743 Accidents Involving Damage to Attended Veh. or Property","19","November","Thursday",0,"3743","37"
"2759",2769,67,"M","B","2016-11-23T12:30:00","3714 Careless Driving / 3743 Accidents Involving Damage to Attended Veh. or Property","12","November","Wednesday",0,"3714","37"
"2761",5062,25,"M","W","2017-01-31T19:25:00","903 Criminal Conspiracy. / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","19","January","Tuesday",0,"903","9"
"2763",568,24,"M","B","2016-08-31T06:00:00","9999 Miscellaneous Report (No Crime) / 9129 Miscellaneous Investigation","6","August","Wednesday",0,"9999","99"
"2764",1988,30,"M","B","2016-10-25T18:20:00","903 Criminal Conspiracy. / 3701 Robbery.","18","October","Tuesday",0,"903","9"
"2766",2362,22,"M","B","2016-10-29T02:23:00","5502 Failure of Disorderly Persons to Disperse  / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING","2","October","Saturday",0,"5502","55"
"2768",343,35,"M","W","2016-08-06T01:45:00","2706 Terroristic Threats. / 5104 Resisting Arrest or Other Law Enforcement. / 9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE","1","August","Saturday",0,"2706","27"
"2769",4632,26,"M","B","2017-01-17T16:47:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 3345 Meeting or Overtaking School Bus. / 9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities","16","January","Tuesday",0,"1543","15"
"2770",5068,27,"M","W","2017-01-31T23:36:00","3111 Obedience to Traffic-Control Devices. / 3334 Turning Movements and Required Signals. / 13(a)(16) Possession of Controlled Substance","23","January","Tuesday",0,"3111","31"
"2771",2777,64,"M","B","2016-11-11T11:25:00","2701 Simple Assault.","11","November","Friday",0,"2701","27"
"2772",2778,43,"M","B","2016-11-08T00:12:00","2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ","0","November","Tuesday",0,"2706","27"
"2773",4634,36,"M","W","2016-12-19T16:50:00","5507 Obstructing Highways and Passages. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3802(d)(2) DUI - Drug - Impaired Ability","16","December","Monday",0,"5507","55"
"2774",5790,24,"M","W","2017-02-28T12:16:00","9015 Failure To Appear/Arrest on Attachment Order","12","February","Tuesday",0,"9015","90"
